Rank,Team,Points,Conference,Change,Year,Season,Gender,Division,Description
66.0,WISCONSIN,1.0,Big Ten,▼44(LW: 22),2019,Outdoor Track,Women,I,FINAL - June 8th
66.0,MISSISSIPPI STATE,1.0,SEC,NR,2019,Outdoor Track,Women,I,FINAL - June 8th
66.0,GEORGIA,1.0,SEC,▼64(LW: 2),2019,Outdoor Track,Women,I,FINAL - June 8th
66.0,VANDERBILT,1.0,SEC,▲3(LW: 69),2019,Outdoor Track,Women,I,FINAL - June 8th
66.0,WICHITA STATE,1.0,American,NR,2019,Outdoor Track,Women,I,FINAL - June 8th
1.0,GEORGIA,52.0,SEC,▲5(LW: 6),2018,Outdoor Track,Men,I,FINAL - June 9th
2.0,FLORIDA,42.0,SEC,▼1(LW: 1),2018,Outdoor Track,Men,I,FINAL - June 9th
3.0,HOUSTON,35.0,American,▲9(LW: 12),2018,Outdoor Track,Men,I,FINAL - June 9th
4.0,SOUTHERN CALIFORNIA,34.0,Pac-12,▲16(LW: 20),2018,Outdoor Track,Men,I,FINAL - June 9th
5.0,ALABAMA,33.0,SEC,▲5(LW: 10),2018,Outdoor Track,Men,I,FINAL - June 9th
5.0,TEXAS TECH,33.0,Big 12,▲12(LW: 17),2018,Outdoor Track,Men,I,FINAL - June 9th
7.0,TEXAS A&M,29.0,SEC,▼5(LW: 2),2018,Outdoor Track,Men,I,FINAL - June 9th
8.0,STANFORD,28.0,Pac-12,▲18(LW: 26),2018,Outdoor Track,Men,I,FINAL - June 9th
8.0,LSU,28.0,SEC,▼1(LW: 7),2018,Outdoor Track,Men,I,FINAL - June 9th
10.0,MISSISSIPPI STATE,26.0,SEC,▲16(LW: 26),2018,Outdoor Track,Men,I,FINAL - June 9th
11.0,FLORIDA STATE,25.0,ACC,▲40(LW: 51),2018,Outdoor Track,Men,I,FINAL - June 9th
12.0,ARKANSAS,19.0,SEC,▼8(LW: 4),2018,Outdoor Track,Men,I,FINAL - June 9th
12.0,OHIO STATE,19.0,Big Ten,▲21(LW: 33),2018,Outdoor Track,Men,I,FINAL - June 9th
14.0,AUBURN,18.0,SEC,▼9(LW: 5),2018,Outdoor Track,Men,I,FINAL - June 9th
15.0,VIRGINIA TECH,17.0,ACC,▲17(LW: 32),2018,Outdoor Track,Men,I,FINAL - June 9th
16.0,KENTUCKY,16.0,SEC,▲43(LW: 59),2018,Outdoor Track,Men,I,FINAL - June 9th
16.0,AKRON,16.0,Mid-American,▲1(LW: 17),2018,Outdoor Track,Men,I,FINAL - June 9th
18.0,PENN STATE,15.0,Big Ten,▲2(LW: 20),2018,Outdoor Track,Men,I,FINAL - June 9th
18.0,UTAH STATE,15.0,Mountain West,▲47(LW: 65),2018,Outdoor Track,Men,I,FINAL - June 9th
20.0,ILLINOIS,14.0,Big Ten,▲13(LW: 33),2018,Outdoor Track,Men,I,FINAL - June 9th
20.0,MICHIGAN,14.0,Big Ten,▲21(LW: 41),2018,Outdoor Track,Men,I,FINAL - June 9th
20.0,MEMPHIS,14.0,American,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
20.0,NORTHERN ARIZONA,14.0,Big Sky,▲49(LW: 69),2018,Outdoor Track,Men,I,FINAL - June 9th
24.0,SYRACUSE,13.0,ACC,▲17(LW: 41),2018,Outdoor Track,Men,I,FINAL - June 9th
25.0,TEXAS,12.0,Big 12,▲1(LW: 26),2018,Outdoor Track,Men,I,FINAL - June 9th
26.0,OLE MISS,11.0,SEC,▼12(LW: 14),2018,Outdoor Track,Men,I,FINAL - June 9th
27.0,KANSAS STATE,10.0,Big 12,▼1(LW: 26),2018,Outdoor Track,Men,I,FINAL - June 9th
27.0,WISCONSIN,10.0,Big Ten,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
27.0,MINNESOTA,10.0,Big Ten,▲14(LW: 41),2018,Outdoor Track,Men,I,FINAL - June 9th
27.0,SOUTH DAKOTA,10.0,Summit League,▲22(LW: 49),2018,Outdoor Track,Men,I,FINAL - June 9th
31.0,IOWA,9.0,Big Ten,▼14(LW: 17),2018,Outdoor Track,Men,I,FINAL - June 9th
31.0,TCU,9.0,Big 12,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
31.0,UTEP,9.0,Conference USA,▼8(LW: 23),2018,Outdoor Track,Men,I,FINAL - June 9th
34.0,KANSAS,8.5,Big 12,▼23(LW: 11),2018,Outdoor Track,Men,I,FINAL - June 9th
35.0,SOUTH CAROLINA,8.0,SEC,▲14(LW: 49),2018,Outdoor Track,Men,I,FINAL - June 9th
35.0,MARYLAND,8.0,Big Ten,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
35.0,OREGON,8.0,Pac-12,▼26(LW: 9),2018,Outdoor Track,Men,I,FINAL - June 9th
35.0,NORTH CAROLINA,8.0,ACC,▲16(LW: 51),2018,Outdoor Track,Men,I,FINAL - June 9th
35.0,EASTERN KENTUCKY,8.0,Ohio Valley,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
40.0,BYU,7.0,Independent (DI),▼7(LW: 33),2018,Outdoor Track,Men,I,FINAL - June 9th
40.0,NEBRASKA,7.0,Big Ten,▲29(LW: 69),2018,Outdoor Track,Men,I,FINAL - June 9th
40.0,SOUTHERN MISS,7.0,Conference USA,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
43.0,NEW MEXICO,6.0,Mountain West,▼20(LW: 23),2018,Outdoor Track,Men,I,FINAL - June 9th
43.0,COLORADO STATE,6.0,Mountain West,▼10(LW: 33),2018,Outdoor Track,Men,I,FINAL - June 9th
43.0,ARIZONA,6.0,Pac-12,▼2(LW: 41),2018,Outdoor Track,Men,I,FINAL - June 9th
46.0,RUTGERS,5.0,Big Ten,▲28(LW: 74),2018,Outdoor Track,Men,I,FINAL - June 9th
46.0,MICHIGAN STATE,5.0,Big Ten,▼13(LW: 33),2018,Outdoor Track,Men,I,FINAL - June 9th
46.0,LOUISVILLE,5.0,ACC,▼24(LW: 22),2018,Outdoor Track,Men,I,FINAL - June 9th
49.0,RICE,4.0,Conference USA,▲10(LW: 59),2018,Outdoor Track,Men,I,FINAL - June 9th
49.0,WASHINGTON,4.0,Pac-12,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
49.0,CAMPBELL,4.0,Big South,▲10(LW: 59),2018,Outdoor Track,Men,I,FINAL - June 9th
49.0,SOUTH CAROLINA STATE,4.0,MEAC,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
49.0,NORTH CAROLINA A&T,4.0,MEAC,▼35(LW: 14),2018,Outdoor Track,Men,I,FINAL - June 9th
54.0,SAMFORD,3.5,Southern,▼3(LW: 51),2018,Outdoor Track,Men,I,FINAL - June 9th
55.0,PURDUE,3.0,Big Ten,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
55.0,TENNESSEE,3.0,SEC,▼48(LW: 7),2018,Outdoor Track,Men,I,FINAL - June 9th
55.0,NORTHEASTERN,3.0,Colonial,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
55.0,VIRGINIA,3.0,ACC,▼52(LW: 3),2018,Outdoor Track,Men,I,FINAL - June 9th
55.0,BAYLOR,3.0,Big 12,▲19(LW: 74),2018,Outdoor Track,Men,I,FINAL - June 9th
55.0,OKLAHOMA,3.0,Big 12,▼32(LW: 23),2018,Outdoor Track,Men,I,FINAL - June 9th
55.0,NORTHERN IOWA,3.0,Missouri Valley,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
62.0,NORTHWESTERN STATE,2.0,Southland,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
62.0,IOWA STATE,2.0,Big 12,▲3(LW: 65),2018,Outdoor Track,Men,I,FINAL - June 9th
62.0,SACRAMENTO STATE,2.0,Big Sky,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
62.0,LIBERTY,2.0,Big South,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
66.0,WAKE FOREST,1.0,ACC,▼15(LW: 51),2018,Outdoor Track,Men,I,FINAL - June 9th
66.0,UCLA,1.0,Pac-12,▼33(LW: 33),2018,Outdoor Track,Men,I,FINAL - June 9th
66.0,PORTLAND,1.0,Independent,▲3(LW: 69),2018,Outdoor Track,Men,I,FINAL - June 9th
66.0,WICHITA STATE,1.0,American,▼1(LW: 65),2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,CONNECTICUT,0.0,American,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,GEORGETOWN,0.0,Big East,▼58(LW: 12),2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,IONA,0.0,Metro Atlantic,▼29(LW: 41),2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,MANHATTAN,0.0,Metro Atlantic,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,MIAMI (FLA.),0.0,ACC,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,ARMY WEST POINT,0.0,Patriot,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,UMBC,0.0,America East,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,NEW HAMPSHIRE,0.0,America East,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,BOSTON UNIVERSITY,0.0,Patriot,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,CLEMSON,0.0,ACC,▼11(LW: 59),2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,COLORADO,0.0,Pac-12,▼11(LW: 59),2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,SAM HOUSTON STATE,0.0,Southland,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,TEXAS STATE,0.0,Sun Belt,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,UTSA,0.0,Conference USA,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,SOUTHEASTERN LOUISIANA,0.0,Southland,▼37(LW: 33),2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,PRINCETON,0.0,Ivy League,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,DARTMOUTH,0.0,Ivy League,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,NAVY,0.0,Patriot,▼11(LW: 59),2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,GEORGIA TECH,0.0,ACC,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,MISSOURI,0.0,SEC,▼19(LW: 51),2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,OKLAHOMA STATE,0.0,Big 12,▼19(LW: 51),2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,NOTRE DAME,0.0,ACC,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,INDIANA,0.0,Big Ten,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,CALIFORNIA,0.0,Pac-12,▼1(LW: 69),2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,WASHINGTON STATE,0.0,Pac-12,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,ARKANSAS STATE,0.0,Sun Belt,▼19(LW: 51),2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,SOUTH ALABAMA,0.0,Sun Belt,▲4(LW: 74),2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,FURMAN,0.0,SoCon,▲4(LW: 74),2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,CHARLOTTE,0.0,Conference USA,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,DEPAUL,0.0,Big East,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,LONG BEACH STATE,0.0,Big West,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,MONTANA STATE,0.0,Big Sky,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,SOUTHEAST MISSOURI,0.0,Ohio Valley,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,SOUTHERN ILLINOIS,0.0,Missouri Valley,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,NORTH DAKOTA STATE,0.0,Summit League,▼19(LW: 51),2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,KENNESAW STATE,0.0,Atlantic Sun,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,SIUE,0.0,Ohio Valley,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,KENT STATE,0.0,Mid-American,▼44(LW: 26),2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,SOUTHERN UTAH,0.0,Big Sky,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,UC DAVIS,0.0,Big West,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
70.0,GRAND CANYON,0.0,WAC,NR,2018,Outdoor Track,Men,I,FINAL - June 9th
1.0,SOUTHERN CALIFORNIA,53.0,Pac-12,▲2(LW: 3),2018,Outdoor Track,Women,I,FINAL - June 9th
2.0,GEORGIA,52.0,SEC,◀▶(LW: 2),2018,Outdoor Track,Women,I,FINAL - June 9th
3.0,STANFORD,51.0,Pac-12,▲10(LW: 13),2018,Outdoor Track,Women,I,FINAL - June 9th
4.0,KENTUCKY,46.0,SEC,◀▶(LW: 4),2018,Outdoor Track,Women,I,FINAL - June 9th
5.0,FLORIDA,42.0,SEC,◀▶(LW: 5),2018,Outdoor Track,Women,I,FINAL - June 9th
6.0,LSU,41.0,SEC,▲1(LW: 7),2018,Outdoor Track,Women,I,FINAL - June 9th
7.0,OREGON,39.0,Pac-12,▼6(LW: 1),2018,Outdoor Track,Women,I,FINAL - June 9th
8.0,PURDUE,34.0,Big Ten,▲13(LW: 21),2018,Outdoor Track,Women,I,FINAL - June 9th
9.0,ARIZONA STATE,22.0,Pac-12,▲1(LW: 10),2018,Outdoor Track,Women,I,FINAL - June 9th
10.0,VIRGINIA TECH,21.5,ACC,▲1(LW: 11),2018,Outdoor Track,Women,I,FINAL - June 9th
11.0,ARKANSAS,20.0,SEC,▼5(LW: 6),2018,Outdoor Track,Women,I,FINAL - June 9th
11.0,MISSOURI,20.0,SEC,▲6(LW: 17),2018,Outdoor Track,Women,I,FINAL - June 9th
13.0,IOWA,19.0,Big Ten,▲35(LW: 48),2018,Outdoor Track,Women,I,FINAL - June 9th
14.0,UCLA,18.0,Pac-12,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
14.0,FLORIDA STATE,18.0,ACC,▲5(LW: 19),2018,Outdoor Track,Women,I,FINAL - June 9th
16.0,AUBURN,17.0,SEC,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
17.0,NEW MEXICO,16.0,Mountain West,▲15(LW: 32),2018,Outdoor Track,Women,I,FINAL - June 9th
17.0,KANSAS STATE,16.0,Big 12,▼8(LW: 9),2018,Outdoor Track,Women,I,FINAL - June 9th
19.0,TEXAS A&M,15.0,SEC,▼6(LW: 13),2018,Outdoor Track,Women,I,FINAL - June 9th
20.0,OLE MISS,14.0,SEC,▲9(LW: 29),2018,Outdoor Track,Women,I,FINAL - June 9th
20.0,NORTHERN ARIZONA,14.0,Big Sky,▲12(LW: 32),2018,Outdoor Track,Women,I,FINAL - June 9th
22.0,KANSAS,12.0,Big 12,▼4(LW: 18),2018,Outdoor Track,Women,I,FINAL - June 9th
22.0,WISCONSIN,12.0,Big Ten,▲40(LW: 62),2018,Outdoor Track,Women,I,FINAL - June 9th
24.0,PENN STATE,11.5,Big Ten,▲5(LW: 29),2018,Outdoor Track,Women,I,FINAL - June 9th
25.0,TENNESSEE,11.0,SEC,▲37(LW: 62),2018,Outdoor Track,Women,I,FINAL - June 9th
25.0,BOISE STATE,11.0,Mountain West,▼12(LW: 13),2018,Outdoor Track,Women,I,FINAL - June 9th
27.0,UT ARLINGTON,10.0,Sun Belt,▲50(LW: 77),2018,Outdoor Track,Women,I,FINAL - June 9th
28.0,OKLAHOMA,8.0,Big 12,▲44(LW: 72),2018,Outdoor Track,Women,I,FINAL - June 9th
28.0,HARVARD,8.0,Ivy League,▲1(LW: 29),2018,Outdoor Track,Women,I,FINAL - June 9th
28.0,MIDDLE TENNESSEE,8.0,Conference USA,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
28.0,FURMAN,8.0,SoCon,▲24(LW: 52),2018,Outdoor Track,Women,I,FINAL - June 9th
28.0,LOUISVILLE,8.0,ACC,▲4(LW: 32),2018,Outdoor Track,Women,I,FINAL - June 9th
28.0,NORTH DAKOTA STATE,8.0,Summit League,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
34.0,TEXAS,7.0,Big 12,▼27(LW: 7),2018,Outdoor Track,Women,I,FINAL - June 9th
34.0,CINCINNATI,7.0,American,▲35(LW: 69),2018,Outdoor Track,Women,I,FINAL - June 9th
34.0,UC DAVIS,7.0,Big West,▲18(LW: 52),2018,Outdoor Track,Women,I,FINAL - June 9th
37.0,SYRACUSE,6.0,ACC,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
37.0,COLORADO,6.0,Pac-12,▼25(LW: 12),2018,Outdoor Track,Women,I,FINAL - June 9th
39.0,AIR FORCE,5.5,Mountain West,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
40.0,VILLANOVA,5.0,Big East,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
40.0,UMBC,5.0,America East,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
40.0,MICHIGAN,5.0,Big Ten,▼19(LW: 21),2018,Outdoor Track,Women,I,FINAL - June 9th
43.0,VIRGINIA,4.5,ACC,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
44.0,WASHINGTON,4.0,Pac-12,▼1(LW: 43),2018,Outdoor Track,Women,I,FINAL - June 9th
44.0,SAN FRANCISCO,4.0,Independent,▼23(LW: 21),2018,Outdoor Track,Women,I,FINAL - June 9th
46.0,SAN DIEGO STATE,3.0,Mountain West,▼14(LW: 32),2018,Outdoor Track,Women,I,FINAL - June 9th
46.0,UTAH,3.0,Pac-12,▲2(LW: 48),2018,Outdoor Track,Women,I,FINAL - June 9th
46.0,NORFOLK STATE,3.0,MEAC,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
46.0,ALABAMA,3.0,SEC,▼18(LW: 28),2018,Outdoor Track,Women,I,FINAL - June 9th
46.0,TEXAS TECH,3.0,Big 12,▼3(LW: 43),2018,Outdoor Track,Women,I,FINAL - June 9th
46.0,NOTRE DAME,3.0,ACC,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
46.0,WASHINGTON STATE,3.0,Pac-12,▲6(LW: 52),2018,Outdoor Track,Women,I,FINAL - June 9th
46.0,ARKANSAS STATE,3.0,Sun Belt,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
46.0,PORTLAND,3.0,Independent,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
46.0,AKRON,3.0,Mid-American,▼14(LW: 32),2018,Outdoor Track,Women,I,FINAL - June 9th
56.0,OHIO STATE,2.0,Big Ten,▲16(LW: 72),2018,Outdoor Track,Women,I,FINAL - June 9th
56.0,SOUTH CAROLINA,2.0,SEC,▼4(LW: 52),2018,Outdoor Track,Women,I,FINAL - June 9th
56.0,NEW HAMPSHIRE,2.0,America East,▼13(LW: 43),2018,Outdoor Track,Women,I,FINAL - June 9th
56.0,PRINCETON,2.0,Ivy League,▼4(LW: 52),2018,Outdoor Track,Women,I,FINAL - June 9th
56.0,MINNESOTA,2.0,Big Ten,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
56.0,MEMPHIS,2.0,American,▼18(LW: 38),2018,Outdoor Track,Women,I,FINAL - June 9th
56.0,NORTHERN ILLINOIS,2.0,Mid-American,▼4(LW: 52),2018,Outdoor Track,Women,I,FINAL - June 9th
63.0,BAYLOR,1.0,Big 12,▼25(LW: 38),2018,Outdoor Track,Women,I,FINAL - June 9th
63.0,WEST VIRGINIA,1.0,Big 12,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
63.0,MICHIGAN STATE,1.0,Big Ten,▼11(LW: 52),2018,Outdoor Track,Women,I,FINAL - June 9th
63.0,UTAH STATE,1.0,Mountain West,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
67.0,BYU,0.5,Independent (DI),▼24(LW: 43),2018,Outdoor Track,Women,I,FINAL - June 9th
67.0,OMAHA,0.5,Summit League,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,CAMPBELL,0.0,Big South,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,WYOMING,0.0,Mountain West,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,COLORADO STATE,0.0,Mountain West,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,CONNECTICUT,0.0,American,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,DUKE,0.0,ACC,▼17(LW: 52),2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,EAST CAROLINA,0.0,American,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,FLORIDA INTERNATIONAL,0.0,Conference USA,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,MIAMI (FLA.),0.0,ACC,▼48(LW: 21),2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,RICE,0.0,Conference USA,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,MARYLAND,0.0,Big Ten,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,BINGHAMTON,0.0,America East,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,CLEMSON,0.0,ACC,▼21(LW: 48),2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,NEBRASKA,0.0,Big Ten,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,MCNEESE STATE,0.0,Southland,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,BROWN,0.0,Ivy League,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,PENN,0.0,Ivy League,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,WAKE FOREST,0.0,ACC,▼7(LW: 62),2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,NC STATE,0.0,ACC,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,NORTH CAROLINA,0.0,ACC,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,IOWA STATE,0.0,Big 12,▼48(LW: 21),2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,PROVIDENCE,0.0,Big East,▲3(LW: 72),2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,INDIANA,0.0,Big Ten,▼50(LW: 19),2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,CALIFORNIA,0.0,Pac-12,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,WILLIAM & MARY,0.0,Colonial,▼17(LW: 52),2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,TOWSON,0.0,Colonial,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,BUCKNELL,0.0,Patriot,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,SOUTH ALABAMA,0.0,Sun Belt,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,TEXAS A&M-CORPUS CHRISTI,0.0,Southland,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,WOFFORD,0.0,Southern,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,HOUSTON,0.0,American,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,SOUTHERN MISS,0.0,Conference USA,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,SMU,0.0,American,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,UC SANTA BARBARA,0.0,Big West,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,NORTH FLORIDA,0.0,Atlantic Sun,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,VANDERBILT,0.0,SEC,▼8(LW: 61),2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,ORAL ROBERTS,0.0,Summit League,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,TOLEDO,0.0,Mid-American,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,LIBERTY,0.0,Big South,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,BALL STATE,0.0,Mid-American,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,EASTERN MICHIGAN,0.0,Mid-American,▼37(LW: 32),2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,WESTERN MICHIGAN,0.0,Mid-American,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,BOWLING GREEN,0.0,Mid-American,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,HAWAI'I,0.0,Big West,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,KENNESAW STATE,0.0,Atlantic Sun,▼7(LW: 62),2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,KENT STATE,0.0,Mid-American,▼56(LW: 13),2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,SAN JOSE STATE,0.0,Mountain West,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,OREGON STATE,0.0,Pac-12,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,FRESNO STATE,0.0,Mountain West,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
69.0,SOUTH DAKOTA,0.0,Summit League,NR,2018,Outdoor Track,Women,I,FINAL - June 9th
1.0,FLORIDA,61.5,SEC,◀▶(LW: 1),2017,Outdoor Track,Men,I,FINAL - June 10th
2.0,TEXAS A&M,59.5,SEC,▲1(LW: 3),2017,Outdoor Track,Men,I,FINAL - June 10th
3.0,VIRGINIA,36.0,ACC,▲4(LW: 7),2017,Outdoor Track,Men,I,FINAL - June 10th
4.0,ARKANSAS,33.0,SEC,▼2(LW: 2),2017,Outdoor Track,Men,I,FINAL - June 10th
5.0,AUBURN,24.0,SEC,▲53(LW: 58),2017,Outdoor Track,Men,I,FINAL - June 10th
6.0,GEORGIA,22.5,SEC,▲23(LW: 29),2017,Outdoor Track,Men,I,FINAL - June 10th
7.0,LSU,20.0,SEC,▼2(LW: 5),2017,Outdoor Track,Men,I,FINAL - June 10th
7.0,TENNESSEE,20.0,SEC,▼1(LW: 6),2017,Outdoor Track,Men,I,FINAL - June 10th
9.0,OREGON,19.5,Pac-12,▼5(LW: 4),2017,Outdoor Track,Men,I,FINAL - June 10th
10.0,ALABAMA,19.0,SEC,▲54(LW: 64),2017,Outdoor Track,Men,I,FINAL - June 10th
11.0,KANSAS,18.5,Big 12,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
12.0,HOUSTON,18.0,American,▼2(LW: 10),2017,Outdoor Track,Men,I,FINAL - June 10th
12.0,GEORGETOWN,18.0,Big East,▲46(LW: 58),2017,Outdoor Track,Men,I,FINAL - June 10th
14.0,NORTH CAROLINA A&T,16.0,MEAC,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
14.0,TULSA,16.0,American,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
14.0,OLE MISS,16.0,SEC,▲12(LW: 26),2017,Outdoor Track,Men,I,FINAL - June 10th
17.0,TEXAS TECH,15.0,Big 12,▲16(LW: 33),2017,Outdoor Track,Men,I,FINAL - June 10th
17.0,IOWA,15.0,Big Ten,NR,2017,Outdoor Track,Men,I,FINAL - June 10th
17.0,AKRON,15.0,Mid-American,▲6(LW: 23),2017,Outdoor Track,Men,I,FINAL - June 10th
20.0,SOUTHERN CALIFORNIA,14.0,Pac-12,▼8(LW: 12),2017,Outdoor Track,Men,I,FINAL - June 10th
20.0,PENN STATE,14.0,Big Ten,▼3(LW: 17),2017,Outdoor Track,Men,I,FINAL - June 10th
22.0,LOUISVILLE,11.5,ACC,▲14(LW: 36),2017,Outdoor Track,Men,I,FINAL - June 10th
